template,dataset,status,normalized,data_modality,task_type,problem_type,z_score
8e71801c0e4b.json,uu8_posts_1_MIN_METADATA,SCORED,0.9835387655726764,multi_table,regression,multi_table/regression,-0.12474633250821274
0f8bb4d0e41a.json,uu8_posts_1_MIN_METADATA,SCORED,0.9835387655726764,multi_table,regression,multi_table/regression,-0.12474633250821274
5ec028e7cfa7.json,uu8_posts_1_MIN_METADATA,SCORED,0.9835387655726764,multi_table,regression,multi_table/regression,-0.12474633250821274
ca0affe70cf4.json,uu8_posts_1_MIN_METADATA,SCORED,0.9834104472897532,multi_table,regression,multi_table/regression,-0.17411324059438926
13cc4e4f386d.json,uu8_posts_1_MIN_METADATA,SCORED,0.9833338990334164,multi_table,regression,multi_table/regression,-0.20356306371119107
07093247c3dc.json,uu8_posts_1_MIN_METADATA,SCORED,0.9832661826450976,multi_table,regression,multi_table/regression,-0.2296150700341333
b510f1f4076a.json,uu8_posts_1_MIN_METADATA,SCORED,0.983253020747388,multi_table,regression,multi_table/regression,-0.23467874591623086
a776f902723d.json,uu8_posts_1_MIN_METADATA,SCORED,0.9831291895944612,multi_table,regression,multi_table/regression,-0.2823193549197355
ff11384e1587.json,uu8_posts_1_MIN_METADATA,SCORED,0.9778333924561012,multi_table,regression,multi_table/regression,-2.3197307402406824
c93c08ba177f.json,uu8_posts_1_MIN_METADATA,SCORED,0.9743184408435932,multi_table,regression,multi_table/regression,-3.672011095223073
5a55f37cadae.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.6656447417316983,single_table,classification,single_table/classification,1.042172248279795
dd613086632a.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.6475990115541308,single_table,classification,single_table/classification,0.912094753495757
a7e1007159cb.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.6203860701708621,single_table,classification,single_table/classification,0.7159380335398777
47d82620b65c.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.6107344632768361,single_table,classification,single_table/classification,0.6463671803207655
f94b22d097cc.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.57,single_table,classification,single_table/classification,0.35274442954895474
03ca53ce20e2.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5641693352570645,single_table,classification,single_table/classification,0.310715747128031
f5a5c95a619f.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5585365853658537,single_table,classification,single_table/classification,0.27011367742045195
ba23d7ed6820.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5523000572628365,single_table,classification,single_table/classification,0.22515944482313838
d74e646dc18f.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5493156199677939,single_table,classification,single_table/classification,0.20364698049726854
f16a61396fce.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5411617492096943,single_table,classification,single_table/classification,0.14487213068127788
52e579f255df.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5177193208129663,single_table,classification,single_table/classification,-0.024105922713932748
2919b3904c1e.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5176012069399044,single_table,classification,single_table/classification,-0.024957312851985165
60b37f42b93f.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5176012069399044,single_table,classification,single_table/classification,-0.024957312851985165
c5823619c4ee.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5176012069399044,single_table,classification,single_table/classification,-0.024957312851985165
d9e5cf4bd9cc.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.5142266335814722,single_table,classification,single_table/classification,-0.04928196162543721
938a906ba6f8.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.4846048580225796,single_table,classification,single_table/classification,-0.2628020751282755
dbbac576e825.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.40954846131722733,single_table,classification,single_table/classification,-0.8038246857337271
3c72c13e24e3.json,uu7_pima_diabetes_MIN_METADATA,SCORED,0.020393374741200832,single_table,classification,single_table/classification,-3.608938041978002
03ca53ce20e2.json,uu6_hepatitis_MIN_METADATA,SCORED,0.5404040404040404,single_table,classification,single_table/classification,1.5298999992860156
f94b22d097cc.json,uu6_hepatitis_MIN_METADATA,SCORED,0.513157894736842,single_table,classification,single_table/classification,1.2465522375753246
ba23d7ed6820.json,uu6_hepatitis_MIN_METADATA,SCORED,0.4920634920634921,single_table,classification,single_table/classification,1.0271798589965266
d1d84b9330e3.json,uu6_hepatitis_MIN_METADATA,SCORED,0.4580645161290322,single_table,classification,single_table/classification,0.6736056746272985
5a55f37cadae.json,uu6_hepatitis_MIN_METADATA,SCORED,0.4327272727272728,single_table,classification,single_table/classification,0.41010964500536945
5739bbe9d840.json,uu6_hepatitis_MIN_METADATA,SCORED,0.42939814814814814,single_table,classification,single_table/classification,0.37548823434886497
c78d22007a54.json,uu6_hepatitis_MIN_METADATA,SCORED,0.41855203619909503,single_table,classification,single_table/classification,0.2626935080207435
67db7b657bbe.json,uu6_hepatitis_MIN_METADATA,SCORED,0.41855203619909503,single_table,classification,single_table/classification,0.2626935080207435
e519bd806b2a.json,uu6_hepatitis_MIN_METADATA,SCORED,0.4147058823529412,single_table,classification,single_table/classification,0.2226952236096511
